squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,id
74988,62,66,21121,9,7,2012.0,,0,7677,15795
35412,27,70,95056,7,8,1994.0,0.0,0,4160,29655
18179,14,49,50124,3,2,2004.0,,0,3796,11082
35375,23,93,88073,1,3,2006.0,0.0,0,9591,24399
75731,13,98,31310,9,5,2017.0,,0,9189,19761
40227,36,46,67337,1,1,1997.0,1.0,1,1146,17922
93046,70,88,62940,3,7,2000.0,,1,9528,2238
16979,67,84,81031,1,5,2012.0,0.0,0,4773,25170
45273,54,27,97875,8,10,2007.0,,0,139,3420
62247,100,68,42837,6,4,2010.0,,0,3823,8436
44913,30,39,33937,9,9,2015.0,,0,6521,12258
60745,97,85,81543,9,6,2015.0,,1,5075,2538
93571,47,38,65586,1,9,2018.0,1.0,1,5674,24603
15186,54,73,68059,2,8,2001.0,1.0,0,3742,29199
32024,91,13,92108,6,10,2019.0,0.0,0,4896,22752
30579,73,98,40829,7,4,2002.0,1.0,0,5664,8193
83117,48,1,50761,6,6,1993.0,1.0,1,7867,16428
75189,55,53,10068,6,4,2005.0,,0,9457,14583
6121,70,31,8342,5,1,2004.0,1.0,0,8341,22062
47554,86,53,76284,9,4,2020.0,1.0,0,8783,21750
38525,87,18,585,3,3,2018.0,0.0,1,161,2040
76623,27,9,64868,10,9,2001.0,,0,1831,23541
56430,86,95,66145,10,8,2013.0,1.0,0,4525,16872
89237,9,99,61909,3,5,2004.0,,0,1129,11919
42495,49,11,96128,2,3,2008.0,,0,6667,22929
2930,61,52,29549,9,4,2002.0,,1,1757,8151
34336,92,55,8540,3,4,2013.0,1.0,0,1604,5355
39222,55,25,10874,8,3,1991.0,1.0,0,4245,27453
36428,24,9,17210,5,2,2015.0,,1,3344,11445
9852,85,25,94771,9,10,1990.0,1.0,1,6620,17877
27197,43,91,79478,1,1,2021.0,,1,9484,27345
30176,36,84,40392,9,8,2011.0,,0,8940,15321
40057,56,32,74405,10,9,2020.0,0.0,1,2609,17730
54379,82,10,59671,10,9,2012.0,0.0,0,8445,11364
35131,20,12,598,6,2,2001.0,,0,4415,1059
30872,54,19,59528,3,6,1992.0,1.0,0,5917,8361
94569,18,6,84696,3,4,2000.0,1.0,1,848,6240
35714,84,52,7831,7,9,1993.0,0.0,1,8094,25095
63182,21,91,37179,7,5,1990.0,0.0,1,4465,8175
35122,45,76,85058,4,1,1993.0,1.0,1,9919,24837
49171,2,78,900,8,5,2004.0,,0,5815,16821
83780,56,6,13031,3,10,2020.0,,1,4012,1566
87781,72,44,74153,2,9,2011.0,1.0,1,3052,9684
93437,40,36,34307,3,7,2009.0,1.0,1,3370,29517
51477,14,26,42991,5,9,2021.0,0.0,1,480,12993
33028,62,4,28557,6,2,2016.0,0.0,0,6303,4839
78173,67,68,39114,2,3,1996.0,,0,3923,5529
85424,18,26,67302,6,2,2005.0,,0,6111,14937
41303,43,29,33769,2,2,2021.0,0.0,0,2712,6504
96859,19,84,42707,4,3,2020.0,1.0,0,8672,711
43455,37,49,99898,6,10,2010.0,0.0,0,5289,27597
66050,85,81,8500,8,3,2018.0,1.0,0,7047,5664
56659,43,85,69541,6,8,2012.0,,0,3855,20697
58597,99,4,17260,10,7,2021.0,1.0,0,2792,3195
78552,67,32,44435,8,8,2008.0,0.0,0,8338,27723
36565,5,19,41430,1,9,2007.0,,0,4363,14496
97843,40,76,73758,2,6,2012.0,1.0,0,2334,3921
49777,23,64,77840,7,8,1990.0,0.0,1,1399,6609
94847,31,6,31217,7,3,2001.0,0.0,1,9311,16020
5886,87,22,4949,2,10,1991.0,1.0,0,3244,1371
85083,70,33,15966,6,10,1994.0,1.0,1,1697,6111
60153,68,49,28764,6,6,1994.0,,0,1658,9114
13553,66,65,48244,7,6,2017.0,1.0,1,5143,26625
90797,98,35,41571,6,1,1998.0,0.0,1,1112,11208
66814,39,57,35784,5,10,2018.0,,1,95,22986
87182,38,11,16174,4,3,2007.0,,0,5422,19014
85184,38,12,24845,2,2,2008.0,1.0,1,6650,4023
22216,50,21,19128,10,10,2006.0,,0,7509,19929
20967,33,66,42201,1,2,2016.0,1.0,0,8214,4824
52948,91,10,3750,8,9,1994.0,1.0,0,190,17850
69328,3,64,35251,10,9,1997.0,,0,3320,17604
8759,60,28,13131,10,8,2003.0,1.0,0,2356,14634
83475,29,21,83086,7,6,2003.0,1.0,1,8529,18759
68213,15,46,42558,1,7,2018.0,,1,5504,5115
37041,95,42,7104,5,1,1990.0,1.0,1,5601,6783
45199,42,35,64468,10,9,2017.0,0.0,0,6758,10410
64514,85,7,88305,7,3,2018.0,1.0,0,4548,858
55484,78,28,93481,8,10,1996.0,1.0,1,3639,25455
74310,4,30,73922,4,4,2004.0,0.0,0,8773,14964
75985,5,68,90127,3,10,1994.0,0.0,0,6106,12489
90110,64,52,81395,3,5,1998.0,,0,8600,19770
77231,96,86,92011,8,4,2008.0,0.0,0,7020,3564
33135,29,77,6740,9,3,2014.0,1.0,1,5397,150
25662,30,28,88555,10,6,1992.0,0.0,0,5062,16920
3479,15,21,10072,9,6,2016.0,,0,6261,1440
91004,36,11,58047,2,1,2009.0,,1,1334,21270
41387,3,37,57749,1,2,2008.0,0.0,0,5738,6801
82616,76,31,98786,6,7,2003.0,,0,7653,3777
40647,84,96,86548,3,3,2007.0,0.0,1,8371,2280
9410,26,99,38185,7,7,1994.0,1.0,0,7053,21417
81166,80,33,42252,8,1,2017.0,,0,3061,25572
21459,14,85,8301,1,6,2005.0,,1,5520,20013
94674,52,78,48483,5,5,1991.0,,1,8822,20052
76405,7,71,87103,9,4,2009.0,0.0,1,2611,29223
59302,85,31,10324,4,5,,1.0,0,4968,20085
5017,6,10,36901,6,10,2005.0,1.0,0,7797,19464
45737,86,37,74646,9,5,2011.0,,0,7396,2412
77021,24,27,77572,4,4,1990.0,1.0,1,5405,25377
37563,11,73,14020,6,8,1994.0,0.0,1,7193,19023
32561,12,69,61925,8,10,2016.0,,1,5445,15231
97802,50,68,43368,7,2,2021.0,,1,8877,17481
40792,37,65,65532,7,9,2018.0,,0,7593,6651
96309,1,25,82647,2,6,2011.0,,1,6790,29601
34131,4,19,3470,7,10,1991.0,0.0,1,3503,2220
7427,82,25,99585,4,1,2011.0,1.0,0,637,4443
93132,93,35,12062,10,9,1998.0,0.0,1,2064,24948
792,4,68,14057,4,4,2016.0,1.0,1,9670,4236
87446,46,5,8242,4,9,2006.0,,0,777,24651
12664,49,27,24533,6,3,1997.0,0.0,0,5096,23589
52101,44,96,17601,2,4,1991.0,0.0,1,4434,9909
65052,24,25,11880,9,7,1992.0,1.0,0,6382,23469
96526,29,97,98433,10,2,1992.0,1.0,0,5207,26697
42943,27,82,97069,8,5,1994.0,0.0,1,1203,29244
51518,39,67,43714,3,2,1999.0,,1,9542,27540
28311,88,25,17649,2,6,2002.0,1.0,0,7463,11814
40081,48,21,98496,6,6,2012.0,1.0,0,1731,5286
53020,64,79,84702,7,6,1996.0,1.0,0,5586,21690
5740,49,66,93489,3,8,2001.0,1.0,0,5294,26367
91472,12,30,7452,3,2,2002.0,,1,2505,29940
42820,94,58,62097,3,10,2002.0,0.0,0,5629,4248
56105,44,26,3345,8,8,2013.0,,1,6193,15513
52370,47,68,24836,5,5,2002.0,,1,4829,4239
16998,1,90,52302,3,4,2013.0,0.0,1,8630,1380
37394,85,50,5633,6,8,2013.0,,1,5502,16623
39092,15,39,69520,9,10,2008.0,0.0,0,4754,28785
82310,69,21,98749,9,6,2006.0,0.0,1,1244,6456
79576,78,24,91759,2,6,2011.0,0.0,0,3003,22056
73717,72,39,93032,3,9,2017.0,1.0,1,2569,20409
33851,19,72,87130,4,4,2013.0,1.0,0,1297,7344
22878,99,50,40700,2,2,2014.0,1.0,1,7075,29760
30352,16,32,52631,1,8,1998.0,0.0,1,887,21213
75549,16,69,49489,10,5,2013.0,,1,72,29304
95568,83,73,11191,5,10,2013.0,,1,5347,1407
15180,44,6,50715,6,6,2003.0,0.0,1,1867,84
57582,76,55,33073,8,1,2014.0,1.0,0,7345,17076
25112,40,99,56755,8,5,1994.0,,0,750,26310
12558,36,40,5495,1,1,2014.0,1.0,0,2566,20244
43262,98,86,85312,4,4,2016.0,0.0,1,310,20862
15334,16,43,96896,8,5,1996.0,0.0,1,8275,10746
95409,46,78,24062,6,3,2003.0,0.0,1,3890,20742
58704,94,53,95054,1,2,1996.0,,0,6928,24654
14213,73,32,48647,8,4,2013.0,1.0,1,3651,9318
56007,65,81,80059,6,9,2000.0,0.0,0,5027,21873
52330,1,64,29632,7,1,2017.0,1.0,0,1888,29415
74986,59,94,57577,6,5,1999.0,0.0,0,1878,22557
41043,1,78,35311,1,10,1993.0,1.0,0,5723,6912
90374,86,24,16877,9,3,2016.0,0.0,0,4161,28500
73664,52,96,49829,6,2,2011.0,0.0,1,9940,16950
64693,12,10,75306,8,3,2001.0,0.0,0,9194,27945
20743,19,15,67704,7,5,2011.0,,1,3648,21612
1719,5,31,67427,4,4,2018.0,1.0,1,736,1083
61920,10,70,17973,5,5,2000.0,0.0,1,127,20865
79047,7,58,15805,1,1,1992.0,,0,5833,9960
1344,86,10,87526,2,1,2016.0,0.0,1,2060,20172
90170,21,23,30045,1,4,2010.0,1.0,0,739,4875
92196,29,84,75407,3,9,1992.0,1.0,0,3300,4782
5065,71,89,31117,10,7,1997.0,1.0,1,5208,14355
7923,31,1,83587,10,10,2001.0,,1,7056,27396
80237,88,35,32911,7,8,2006.0,1.0,1,6209,27570
63681,29,16,59896,6,7,2005.0,0.0,0,1778,4794
33749,44,38,41592,3,10,1991.0,,0,5688,14211
98664,15,42,98271,4,2,2003.0,1.0,1,3439,11895
7535,67,58,64984,3,2,2012.0,,1,5069,5754
29827,64,45,91629,10,6,2013.0,,1,8183,6753
39734,99,81,89100,9,8,1992.0,,0,3606,29616
1097,31,66,49603,7,5,2020.0,,0,2597,21621
79629,97,8,49542,2,1,2009.0,1.0,1,5358,21363
61480,64,39,92668,6,7,2021.0,,0,2121,26727
89921,60,2,24597,10,6,2008.0,1.0,0,7541,23181
78256,13,33,52330,7,3,2006.0,1.0,1,5104,14991
2743,61,20,53307,8,2,1996.0,1.0,1,8385,24807
33507,85,87,52734,10,2,2013.0,,0,221,15072
51859,59,60,34698,4,8,2003.0,0.0,1,7275,7662
9145,20,59,73838,2,5,2009.0,,0,8147,23094
60072,36,81,365,2,1,2013.0,,1,619,11955
33099,3,86,37460,9,5,2020.0,1.0,1,7525,11664
48299,88,34,36929,7,5,2010.0,0.0,1,1928,26457
72481,18,71,38921,7,1,2021.0,0.0,1,9080,18465
65822,70,88,67017,7,3,2006.0,,1,5889,25923
40259,8,25,25815,10,8,2003.0,0.0,0,2455,1137
43653,13,72,44943,6,2,2012.0,1.0,1,5654,1473
44008,40,10,38622,8,7,1992.0,0.0,0,894,28695
6578,34,27,2875,4,4,2008.0,,0,7746,3522
25210,98,34,69052,8,1,1994.0,1.0,0,5454,10062
72580,79,84,69700,10,2,1996.0,,1,9378,285
4722,57,99,9659,10,1,1995.0,1.0,1,806,3687
52967,19,54,2290,4,1,1990.0,1.0,1,9331,18156
48046,97,54,98015,6,2,2015.0,1.0,0,7748,8655
58725,76,5,85148,3,10,2018.0,0.0,0,8990,7134
80062,78,90,64253,4,4,2011.0,0.0,0,1797,10605
87547,11,81,68456,1,4,2008.0,0.0,0,7269,6177
10496,32,39,98562,3,4,2007.0,,1,7069,6096
53466,98,22,65389,7,8,2007.0,1.0,0,6083,13983
81164,24,40,59977,8,9,2005.0,0.0,0,2828,5874
12125,50,45,10712,6,7,2004.0,0.0,0,8208,8082
73851,51,8,69766,6,2,2007.0,,0,1690,24975
9327,96,72,72801,5,8,2001.0,,0,193,27414
64000,54,85,3264,7,6,2012.0,1.0,0,9149,3330
4840,9,70,26167,1,7,1992.0,0.0,1,9078,18357
48164,50,36,3834,9,6,2003.0,,1,5361,29613
70087,79,81,81785,8,6,2017.0,0.0,1,1736,17622
68609,67,74,84408,8,4,2000.0,,0,8794,2277
92037,100,66,90075,4,3,1993.0,,1,3416,22470
34477,46,24,72350,9,10,1995.0,0.0,0,5761,3108
16009,87,32,50813,2,10,1992.0,,0,8617,25062
66061,62,61,59318,9,7,1990.0,0.0,1,6571,28395
96142,6,79,94692,3,7,2020.0,1.0,0,1962,23814
34341,27,81,29078,9,5,2017.0,1.0,1,1765,27150
52576,67,16,10391,3,5,2021.0,,0,6790,7617
31149,95,81,9266,7,10,2002.0,0.0,0,2821,10053
35958,96,52,76102,1,1,1995.0,0.0,0,1555,23208
4114,43,14,18746,4,8,1996.0,0.0,0,8440,28707
39995,23,79,89016,2,4,2008.0,0.0,0,4683,19743
99227,26,82,90745,7,5,1991.0,,1,4052,1905
39337,54,53,48318,3,7,2017.0,0.0,0,9298,8160
77980,24,60,47515,3,5,2003.0,,1,4579,18651
63092,26,84,94272,6,6,2000.0,1.0,1,3993,16887
58974,44,78,45032,2,9,2008.0,,1,7758,4725
91156,20,47,10616,3,5,2009.0,0.0,1,9405,11442
31045,100,35,22913,10,9,1990.0,1.0,0,1750,11559
17012,2,6,34231,10,4,1999.0,0.0,0,8324,24903
21258,38,30,96015,3,6,1991.0,0.0,0,3175,18945
82808,49,7,24564,5,2,2004.0,,1,2185,6552
31696,1,57,95645,2,6,2005.0,0.0,1,1062,12930
76262,16,86,8600,1,9,2021.0,,1,6248,19800
51127,76,41,86859,9,6,2012.0,0.0,0,1888,20526
13092,12,11,71008,3,2,2009.0,1.0,0,4448,20997
84722,8,51,3872,2,3,1993.0,,0,9686,1479
28787,16,83,24159,10,7,2018.0,,1,7495,22506
18436,31,6,28505,8,9,2002.0,0.0,1,6212,19848
3426,95,11,21290,1,8,1992.0,,0,828,3627
27193,57,5,81972,7,4,2016.0,1.0,1,2151,6342
85431,3,33,74824,8,2,2016.0,1.0,0,8326,22413
11986,9,100,45263,4,1,2014.0,,0,1441,528
77744,34,85,69381,10,7,1990.0,0.0,1,3190,24801
41419,78,96,64762,3,1,1992.0,0.0,0,8271,14217
88441,86,65,38191,1,9,2014.0,1.0,0,6096,4284
6506,10,35,3225,10,6,2002.0,1.0,1,9958,6657
61562,52,87,24,7,10,1991.0,1.0,0,32,27888
69355,73,93,29861,9,6,2013.0,,0,3625,9582
1453,44,5,35578,7,1,2009.0,,0,9078,26832
91524,23,83,135,6,9,2003.0,,1,5349,8091
79375,43,6,35644,3,7,2013.0,0.0,1,4513,13221
15940,42,15,60924,3,2,1990.0,,1,729,16560
36425,79,93,23304,4,8,1996.0,,0,6507,10056
83264,28,20,31355,6,5,2021.0,1.0,1,3072,23781
26018,58,79,46903,2,4,2002.0,0.0,0,5295,23955
52194,8,97,41561,3,5,2017.0,,0,2232,27702
72570,98,97,33740,5,5,2014.0,,1,9856,165
88671,68,44,38715,4,5,1997.0,0.0,1,4769,23934
3796,28,86,86437,6,2,2004.0,1.0,1,4418,885
94129,29,81,87582,9,1,1998.0,0.0,1,6578,7863
60490,14,80,49456,2,4,1998.0,0.0,1,2930,8712
10206,42,56,15906,5,4,2007.0,0.0,0,6807,14565
14375,1,85,60832,9,10,2019.0,,0,9111,10653
42168,6,80,530,2,10,2013.0,0.0,1,8869,20847
46695,77,78,59440,9,8,1997.0,0.0,0,2840,21900
1514,97,82,91122,10,2,2001.0,,1,1049,17358
24140,14,13,80883,1,6,2014.0,,0,8956,12999
68309,3,83,8528,4,10,2006.0,0.0,1,1714,17046
59288,44,8,46030,1,4,2021.0,,0,4412,558
99173,83,35,8235,5,3,1992.0,1.0,0,4914,25944
20926,75,34,81773,6,6,2011.0,,0,2379,17127
22567,6,37,20852,1,4,2000.0,,1,3815,27750
31873,56,44,39553,8,6,1997.0,,0,9443,24681
83197,46,68,36740,7,5,1997.0,1.0,0,4439,23052
57229,73,26,56917,7,6,2001.0,1.0,1,3468,24219
68143,87,14,67586,8,8,2018.0,0.0,0,2675,1746
21284,67,63,78275,7,7,2010.0,0.0,0,1589,4035
90360,65,4,11790,6,10,2003.0,,1,4727,19872
83300,84,100,16305,8,4,2001.0,0.0,0,3231,7944
79770,98,57,20712,2,4,1997.0,0.0,0,8501,17352
31239,99,77,3081,5,8,1992.0,1.0,0,6178,19302
49856,95,25,77135,9,7,1997.0,,1,7182,24537
24840,64,82,34625,7,1,2002.0,0.0,0,3619,13218
52526,43,28,67284,3,2,2008.0,1.0,1,211,25830
12797,47,26,44825,9,3,2001.0,1.0,0,9030,3633
77128,69,79,93960,2,9,1998.0,0.0,1,3383,9288
77708,17,95,63651,7,7,2015.0,1.0,1,2635,1794
42509,39,83,16934,8,7,2017.0,1.0,1,5212,11712
53436,18,1,26153,10,2,2000.0,1.0,0,6009,12603
1344,64,56,35869,7,6,2020.0,0.0,0,3576,26571
61911,51,89,54830,4,3,2000.0,1.0,1,8178,17829
82247,22,34,67811,1,3,1992.0,0.0,0,6593,29193
20447,11,99,2453,4,4,2020.0,,0,9134,8445
54645,96,23,82959,4,4,2007.0,1.0,0,6195,27447
61453,7,86,1874,5,4,2006.0,,0,8951,18489
91978,98,6,97113,5,10,1995.0,1.0,1,7355,25926
5826,13,80,2640,5,8,2003.0,,0,3606,21981
20486,81,17,18945,2,7,2013.0,1.0,0,9303,17793
9474,28,84,72615,8,10,2002.0,,1,6994,23844
98426,11,74,27644,7,6,1992.0,,1,3934,9945
49072,14,46,16773,5,1,2007.0,1.0,0,9889,6564
54310,38,34,58209,7,5,1998.0,,0,763,11529
78289,2,34,52478,6,8,1995.0,0.0,0,5833,5451
30403,97,84,59435,1,4,2017.0,,0,8656,744
62083,16,63,54562,2,2,1991.0,1.0,0,1709,351
57405,99,32,76221,2,1,2018.0,0.0,1,1870,3180
22674,64,87,60989,2,10,2003.0,,1,2214,12984
51682,76,100,60741,9,10,1997.0,,0,7572,14505
72001,72,76,77590,9,2,2005.0,1.0,1,7481,2940
43758,83,94,79250,5,6,2008.0,,0,9550,9252
63958,92,97,44181,4,4,2013.0,,1,7067,17619
66049,51,6,31605,4,1,1996.0,0.0,1,6899,21462
18780,88,77,33989,9,8,1994.0,0.0,1,4010,7314
88810,90,11,60875,5,1,1993.0,0.0,0,7900,22944
76936,44,31,73657,8,10,1995.0,1.0,1,3776,20367
98403,87,10,74330,8,6,2014.0,,1,2823,18921
30249,96,53,94315,5,7,1993.0,,0,3720,10029
40588,45,13,26995,5,9,2008.0,,1,4056,24423
6686,90,73,77576,9,4,1999.0,0.0,0,3114,3324
93703,38,59,96835,5,4,2012.0,1.0,0,7305,26493
86049,35,49,10343,4,9,2011.0,,1,6318,19869
44728,4,82,98666,4,10,1994.0,,0,2593,10266
53565,14,47,50801,8,3,1990.0,,1,9618,3468
74769,99,30,83749,7,9,2011.0,0.0,1,3835,12168
31131,58,55,25850,2,5,2006.0,,1,4193,23349
10526,34,79,18488,5,8,1997.0,0.0,0,9534,6414
98462,79,38,73899,7,4,2003.0,1.0,1,2792,10017
55094,82,33,34819,10,7,2016.0,,0,4704,1743
14293,14,7,89219,10,6,2013.0,0.0,0,9029,25959
45008,37,48,69416,10,2,2002.0,1.0,0,6870,14256
83857,95,92,88996,9,3,2016.0,0.0,1,1703,26973
34136,60,18,68761,8,9,2001.0,1.0,1,6937,29778
88123,97,43,89177,10,6,1999.0,1.0,0,4371,17736
82244,81,28,17611,2,4,2001.0,,1,391,6474
49609,95,34,58240,3,2,2004.0,0.0,0,9450,7236
45790,36,4,80166,5,10,2015.0,,1,7987,20577
44726,77,73,53094,10,7,1991.0,,0,1142,1992
23481,34,26,94278,1,1,2020.0,0.0,0,3552,3912
32633,71,16,65110,4,8,2020.0,,1,7978,27126
10549,25,57,71708,5,3,2005.0,1.0,0,774,12744
38279,30,22,42662,1,5,2008.0,,1,1182,14697
87413,43,34,72398,8,6,2010.0,,0,1133,1341
34378,2,56,24373,5,3,2006.0,0.0,1,5422,10539
23548,42,26,71297,5,3,1991.0,,0,5326,15441
15614,21,37,77244,10,10,2001.0,1.0,1,7068,11778
89356,23,18,26909,10,3,1991.0,,1,1305,4389
39022,97,29,93946,8,2,2008.0,,1,1668,26049
68731,24,70,40147,4,8,1993.0,0.0,0,1954,20034
12014,83,1,16646,6,6,2006.0,1.0,0,7206,28659
55709,95,2,80199,8,3,2015.0,1.0,1,3712,26010
43434,5,80,79814,10,8,2017.0,,0,8320,24567
70348,73,43,70353,8,5,1995.0,1.0,1,5865,24993
39610,92,60,22247,6,1,2017.0,1.0,1,370,23409
84563,37,66,30903,1,8,2009.0,,0,6720,22380
71061,42,75,35582,6,4,1993.0,1.0,1,7747,28266
26479,71,99,61849,1,7,2009.0,1.0,0,4468,24072
3440,62,72,59167,7,1,2009.0,,0,7498,26757
5577,44,79,36379,7,5,2014.0,,0,8539,22305
78789,30,52,94853,4,5,2017.0,0.0,1,5808,10302
82517,24,97,87590,7,1,2011.0,0.0,1,5963,18111
11602,85,47,45724,5,9,2008.0,0.0,1,3765,16752
37195,84,54,4656,1,7,2001.0,,1,9265,10650
32862,3,55,65548,8,3,1994.0,0.0,1,3598,29754
73542,75,83,13097,5,9,2021.0,1.0,0,3925,9843
24280,29,17,48036,1,9,1998.0,1.0,0,697,1977
97959,97,52,75873,10,10,2002.0,0.0,0,4558,22680
42760,89,23,59407,9,3,2021.0,,1,1703,18342
52429,24,42,518,6,9,2018.0,,1,1481,12597
90301,35,89,38929,10,7,1999.0,1.0,0,7394,16647
89674,6,5,56815,6,2,2012.0,1.0,1,5673,25248
69242,90,23,7903,8,4,2010.0,0.0,0,3734,14454
5802,99,61,3565,6,1,2010.0,,1,542,5940
53755,33,52,62591,2,1,2015.0,,0,292,15135
78731,88,79,78649,7,6,1991.0,1.0,1,5914,5409
22727,54,84,21713,2,5,1990.0,0.0,1,7185,6894
95490,7,46,90186,10,2,2000.0,1.0,1,5025,5127
78293,20,39,73162,7,9,2004.0,1.0,0,5078,18273
856,2,38,91175,8,9,2000.0,,0,1600,26604
17225,31,16,1100,8,9,2014.0,,0,3401,22476
15118,74,28,55870,6,2,2014.0,1.0,0,6483,17616
51393,99,68,23582,3,7,2004.0,1.0,1,8696,10341
75284,15,90,38227,1,1,2001.0,,1,2865,13566
31609,97,15,5952,9,1,1994.0,1.0,0,2134,5151
28350,56,82,4553,3,2,1999.0,0.0,1,8713,22848
58314,84,8,83646,2,1,2021.0,0.0,1,8292,26841
40327,56,100,40814,1,1,2013.0,0.0,1,8085,21723
9171,18,9,75210,2,2,1996.0,0.0,1,3760,29511
152,80,18,9849,1,4,2012.0,1.0,1,475,28356
86617,95,69,71108,9,1,2021.0,1.0,1,9790,28827
72297,40,98,21779,8,10,2001.0,1.0,1,7479,11127
16361,4,93,98566,2,10,1993.0,,0,9867,12588
72563,81,39,99087,7,2,2018.0,0.0,1,421,843
2749,39,71,70278,9,5,2006.0,,1,7795,4104
40987,99,77,44273,2,2,1995.0,0.0,0,4564,27642
13559,59,100,49700,2,5,1990.0,0.0,1,8510,23118
36295,54,3,69121,6,1,2007.0,,1,3177,11676
77280,49,8,36165,1,3,2009.0,1.0,1,5583,13464
67529,27,95,1109,5,9,2019.0,,0,815,1818
84902,26,38,71957,3,3,2012.0,,1,952,4308
41718,22,50,62654,6,9,1998.0,,1,4080,10578
76298,45,83,22015,10,8,2011.0,1.0,1,4466,25482
1078,27,72,29597,6,4,1992.0,,1,3539,22578
69205,33,18,82451,8,2,1991.0,0.0,1,410,2511
55974,55,12,82707,1,1,2009.0,1.0,0,878,384
6171,80,5,4736,10,8,2019.0,1.0,1,2474,15438
90716,32,26,81310,4,6,2007.0,0.0,1,4299,18147
3394,53,69,88935,3,7,2004.0,0.0,0,7541,14940
26312,91,73,22907,9,8,1991.0,,1,685,3570
999,41,51,50420,2,9,2014.0,,0,3022,24714
27610,29,53,70066,6,2,1994.0,,1,2487,5439
51036,90,10,66827,7,1,1998.0,1.0,0,434,9426
6995,86,85,15794,4,1,2020.0,0.0,1,6341,26814
56025,68,86,29367,4,8,2017.0,0.0,0,3731,19938
43846,54,89,40112,9,1,2005.0,0.0,0,827,8484
4039,92,9,26689,5,3,1991.0,,0,3277,23421
42208,26,11,90051,1,4,2003.0,0.0,1,9849,14145
61004,39,41,90839,10,6,2008.0,,0,6712,25440
8284,92,21,20192,2,7,2012.0,0.0,1,5937,3996
3525,3,29,50018,4,3,2009.0,1.0,0,3547,8475
12643,90,78,29965,7,10,2011.0,0.0,1,7673,17238
40513,40,80,68719,5,4,1992.0,0.0,0,5024,18501
16933,1,19,48322,7,10,2010.0,1.0,0,3821,2967
26750,42,74,55441,3,7,1992.0,0.0,1,3650,672
85100,9,63,6915,2,4,1997.0,1.0,0,3962,12831
31141,6,3,4464,9,10,2020.0,0.0,1,3258,8829
79252,27,61,48036,5,8,2020.0,,0,2277,16857
27444,22,46,9031,4,2,2010.0,0.0,1,1426,3423
25263,53,51,31799,5,2,2004.0,1.0,1,9834,12879
48104,51,58,54800,7,9,1998.0,0.0,1,5228,408
88167,3,91,85085,8,8,1996.0,,1,5968,8817
81316,71,8,49146,3,5,2006.0,0.0,0,8749,26637
11931,33,14,56356,9,7,1991.0,,0,3791,13293
25473,48,98,46038,4,8,2013.0,,1,3132,17085
62986,81,36,6897,3,7,2002.0,1.0,1,895,8976
22004,18,24,72132,1,3,2012.0,1.0,1,2283,14127
42826,33,36,44656,10,1,2019.0,0.0,0,9284,27459
32156,64,78,12877,9,6,2009.0,1.0,1,2413,23325
40694,99,18,57581,8,7,1999.0,,1,338,1917
94532,27,28,68592,3,3,2017.0,0.0,1,5959,9186
41269,28,70,27131,3,7,2019.0,0.0,1,9458,15294
12376,56,79,80060,10,1,2009.0,1.0,1,3177,14289
29435,69,19,48467,3,7,1991.0,0.0,0,3899,25869
891,25,14,8816,1,7,2020.0,1.0,0,6195,27417
81901,89,59,82667,4,6,2012.0,,1,7253,14607
8138,59,39,45026,4,4,2014.0,0.0,1,57,14397
87901,43,57,44763,9,3,2008.0,1.0,0,6765,16305
43845,23,57,76539,6,3,2019.0,0.0,1,302,24645
30858,28,32,24343,8,1,1997.0,0.0,0,2575,1731
80323,100,86,49703,3,8,1995.0,1.0,0,5662,7557
56727,76,99,90257,6,9,2016.0,1.0,0,5838,17760
15765,33,13,13451,3,3,2019.0,1.0,0,1003,24159
86276,45,93,36645,6,10,2008.0,1.0,1,895,21516
2011,61,37,88163,4,10,2019.0,,0,9543,18408
30187,55,82,37034,9,2,2011.0,1.0,1,8079,6909
95795,48,69,17479,8,7,2012.0,1.0,0,2275,27306
72820,87,69,91405,7,6,2008.0,,0,6740,22218
13550,43,37,43418,8,2,2014.0,1.0,0,2437,8322
72781,12,25,44361,10,2,2019.0,1.0,1,2119,12309
80294,65,67,67050,8,6,2010.0,0.0,0,8307,12324
88086,97,41,64033,8,2,2007.0,1.0,0,1572,6975
22939,37,25,92862,4,6,2012.0,1.0,1,3285,15282
68188,23,48,26178,4,6,2012.0,,1,9355,16398
32244,67,87,99261,8,4,2001.0,0.0,0,8227,7761
47894,3,52,85985,5,6,1996.0,,0,7893,26268
16960,39,28,62240,10,9,2002.0,,1,4044,24390
15330,33,23,92191,7,1,2009.0,,1,9370,27003
60443,81,37,43492,8,8,2017.0,,0,1402,8358
26304,79,23,53935,2,2,2006.0,1.0,1,5209,19230
60619,62,93,93976,7,4,2020.0,,1,3414,20754
53690,5,88,6539,4,8,2000.0,0.0,0,783,4557
21104,12,86,21135,8,6,2008.0,0.0,0,8164,4656
98551,68,78,85725,2,8,1992.0,0.0,1,1830,4092
61238,70,39,92628,8,7,2013.0,0.0,1,4070,6351
40846,23,3,65290,8,8,2014.0,,1,8833,12102
90262,97,45,58562,10,10,2008.0,,0,3904,17781
30322,54,7,27859,8,7,2015.0,0.0,0,1680,15717
